,Countryno,country,year,CO2_transport_capita,GDP_per_capita,gas_cons_capita,vehicles_capita,urban_pop,pop_density
224,5,France,2000,2.1624973607008657,28771.6497303311,224.3435046612309,560.993823671388,75.871,111.23966243338702
225,5,France,2001,2.1753471253090075,29660.3667259092,216.556808675963,569.821318263305,76.127,112.05174353411279
226,5,France,2002,2.1583014699765926,29976.6102148457,207.38398636097153,576.1249465467373,76.38,112.84757061734256
227,5,France,2003,2.1215416340937865,28384.0582511589,193.0514522928507,586.7465252966326,76.632,113.6495955593697
228,5,France,2004,2.1096575026544957,28762.7099669957,182.11505157855825,597.268472542688,76.883,114.48887286139464
229,5,France,2005,2.068657260831864,29039.8343394322,169.22499636967984,608.2426343334643,77.13,115.35669210824234
230,6,Greece,1960,0.277253509927416,4009.70474991552,17.403358848257714,9.627849024115477,55.936,64.6508921644686
231,6,Greece,1961,0.3179309482558451,4527.57216689167,27.744535933937044,11.35714079409267,56.453,65.15166795965865
232,6,Greece,1962,0.32551185555606715,4462.88814805889,26.63278818186004,12.816566890146209,57.34,65.54098525989139
233,6,Greece,1963,0.3384583634299866,5012.7909717735,28.303138405295044,14.705189473054427,58.222,65.78452288595811
234,6,Greece,1964,0.3090325998842126,5387.08217698208,36.42589580384255,17.32080247619176,59.099,66.02349883630721
235,6,Greece,1965,0.3216249004570933,5941.6783513623,39.29671511039395,20.783627585573036,59.969,66.33307214895268
236,6,Greece,1966,0.34712342071904234,6385.57219640158,46.4379158152565,23.68176371031342,60.833,66.82429014740109
237,6,Greece,1967,0.3627323905515467,6672.10664733233,52.50983177508105,26.800454963830376,61.691,67.37073700543057
238,6,Greece,1968,0.37182100193747347,7094.90741483117,59.948986158534176,30.640726381070728,62.543,67.81043444530644
239,6,Greece,1969,0.4035216267073866,7893.43356904997,65.20179956966813,34.42417152130728,63.385,68.05868114817689
240,6,Greece,1970,0.5060955512950018,8588.24562276911,71.87694121762723,39.10124734945835,64.22,68.21416602017068
241,6,Greece,1971,0.5480670671028858,9209.80529897158,78.81295014537365,44.541327116918936,64.951,68.51075252133437
242,6,Greece,1972,0.6322685570821504,10087.2339883466,93.94025714654724,50.123737974477145,65.454,68.95754848719938
243,6,Greece,1973,0.6876403699102013,10858.9123774737,100.68219748359463,57.043671062895086,65.952,69.27141970519783
244,6,Greece,1974,0.561257269843792,9986.61276072022,88.70765994548998,62.946435003256966,66.448,69.52693560899922
245,6,Greece,1975,0.5604351983813483,10386.9352967829,96.9431299764186,71.83426019946864,66.94,70.18262994569433
